canonical_reaction_smiles,reaction_core_label,primary_reaction_pattern,primary_reaction_pattern_count,reaction_pattern_matches,co_occurring_reaction_patterns,identified_reaction_type,compatible_reaction_types,reaction_pattern_confidence,reaction_pattern_requires_condition_evidence,reaction_display_label,reaction_display_label_detailed,reaction_display_source,reaction_display_status,reaction_display_confidence,reaction_display_warnings,original_reaction_type,transformation_class,ring_change_count,formed_ring_sizes,ring_count_delta,ring_change_summaries,signature_id,reaction_core_id,reaction_core_shape_key,reaction_core_mapping_equivalence_key,reaction_core_evidence_status,reaction_core_status,reaction_core_quality_status,reaction_core_quality_reasons,reaction_core_bond_changes,reaction_core_state_changes,reaction_core_retained_context,reaction_core_departing_context,reaction_core_appearing_context,reaction_core_unavailability_reasons,reaction_core_remote_classes,fallback_descriptor_id,fallback_evidence_mode,fallback_retrieval_eligible,fallback_ineligibility_reasons,evidence_quality,external_mapping_status,external_mapping_provider,external_mapping_confidence,external_mapping_matched_hypotheses,transformation_confidence,stereochemical_changes,reaction_completeness_status,edit_hypothesis_count,edit_hypothesis_ids,product_heavy_atom_coverage,product_element_excess,partial_transformation_class,removed_fragment,installed_fragment,installed_fragment_key,partial_transformation_key,fragment_source_status,fragment_source_candidates,condition_source_support_status,condition_source_components,condition_source_capabilities,missing_product_atom_elements,chemistry_status,condition_status,condition_stage_status,index_eligibility,admission_reasons,warnings,spectators,reactivity_profile
C[Si](C)(C)C(F)(F)Br.N#Cc1ccc(C=O)cc1>>N#Cc1ccc(C(O)C(F)(F)I)cc1,,,,,,,,,,Unavailable,No normalized edits or supported structural interpretation,unavailable,unavailable,0.0,FRAGMENT_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; SCAFFOLD_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,Aliphatic Halide Exchange,,0,,,,,,,,,unavailable,,,,,,,,incomplete_reaction_observation,,RFD3:8da45daafc9c2fb3eb332251773f569a46b39ed4d9410130c8cc027276aabfe2,structure_inventory_only,False,contradicted_or_incomplete_structure; incomplete_product_atom_provenance,unresolved,,,,,0.0,,incomplete,0,,0.928571,"{""I"":1}",,,,,,,,,,,,rejected,resolved_complete,unassigned_multistage,ineligible,multistage_conditions_not_structured; suspected_missing_reactant; unaccounted_product_heavy_atoms,FRAGMENT_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; SCAFFOLD_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,CHO [aldehyde]; R–C≡N [nitrile],
CCCCC(C)I>>CCCCC(C)Br,,,,,,,,,,C–I → C–Br [Br source missing],C–I → C–Br; partial conserved-scaffold observation; the reactants do not account for Br in the product.,partial_product_correspondence,partial_product_correspondence,0.8,FRAGMENT_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; SCAFFOLD_CORRESPONDENCE_INSUFFICIENT_CONSERVATION; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,Aliphatic Halide Exchange,attachment_replacement,0,,,,,,,,,unavailable,,,,,,,,incomplete_reaction_observation,,RFD3:677e6ac1fa15f89894bdc082ff58e377ce8d81ffa2ccab292b03ac51f676627f,partial_product_correspondence,True,,partial_product_correspondence,,,,,0.8,,incomplete,0,,0.857143,"{""Br"":1}",attachment_replacement,I,Br,PFG1:b1804dbe98afebd251ad4abe,PTS1:c3eda0c148d930debfce61b80b019713b7c77086d6ed87cd67154072ebabcf99,unresolved,,unsupported,,,Br,rejected,resolved_complete,single_stage,ineligible,missing_condition_fragment_source; suspected_missing_reactant; unaccounted_product_heavy_atoms,FRAGMENT_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Br; PRODUCT_ATOM_SOURCE_UNVERIFIED:Br; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; SCAFFOLD_CORRESPONDENCE_INSUFFICIENT_CONSERVATION; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
FC1CCCCC1>>C1=CCCCC1.IC1CCCCC1,,,,,,,,,,Unavailable,No normalized edits or supported structural interpretation,unavailable,unavailable,0.0,FRAGMENT_CORRESPONDENCE_REQUIRES_ONE_PRODUCT; GLOBAL_CORRESPONDENCE_REQUIRES_ONE_PRODUCT; MISSING_REACTANT_SUSPECTED; MULTIPLE_PRODUCTS; SCAFFOLD_CORRESPONDENCE_REQUIRES_ONE_PRODUCT; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,Aliphatic Halide Exchange,,0,,,,,,,,,unavailable,,,,,,,,incomplete_reaction_observation,,RFD3:627d6e83dcdbe66b14f0fa8c3bb1c4b69ce8f62f5ebfada706671e4fc39d3a5e,structure_inventory_only,False,contradicted_or_incomplete_structure; incomplete_product_atom_provenance,unresolved,,,,,0.0,,incomplete,0,,0.461538,"{""C"":6,""I"":1}",,,,,,,,,,,,rejected,resolved_complete,unassigned_multistage,ineligible,multistage_conditions_not_structured; suspected_missing_reactant; unaccounted_product_heavy_atoms,FRAGMENT_CORRESPONDENCE_REQUIRES_ONE_PRODUCT; GLOBAL_CORRESPONDENCE_REQUIRES_ONE_PRODUCT; MISSING_REACTANT_SUSPECTED; MULTIPLE_PRODUCTS; SCAFFOLD_CORRESPONDENCE_REQUIRES_ONE_PRODUCT; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
C=C(CCl)C[C@@H](CCc1ccccc1)OC(=O)c1ccccc1>>C=C(CI)C[C@@H](CCc1ccccc1)OC(=O)c1ccccc1,,,,,,,,,,C–Cl → C–I [I source missing],C–Cl → C–I; partial conserved-scaffold observation; the reactants do not account for I in the product.,partial_product_correspondence,partial_product_correspondence,0.8,FRAGMENT_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; SCAFFOLD_CORRESPONDENCE_INSUFFICIENT_CONSERVATION; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,Aliphatic Halide Exchange,attachment_replacement,0,,,,,,,,,unavailable,,,,,,,,incomplete_reaction_observation,,RFD3:c5b6a6a56fc326faf6f59066f21ec92af6ba3fbb572d916935aacfc7c2a2c5d4,partial_product_correspondence,True,,partial_product_correspondence,,,,,0.8,,incomplete,0,,0.956522,"{""I"":1}",attachment_replacement,Cl,I,PFG1:6ace0f6c093f5bc95c6c371d,PTS1:b3aed2d7a0f7b08e98b6c7af915e8cfe30d9e1f307d6cc019f57ef713cd2f8ea,unresolved,,supported,7681-82-5,single_atom_iodine_source.v1,I,review,resolved_complete,single_stage,eligible,condition_supported_partial_product_correspondence,FRAGMENT_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:I; PRODUCT_ATOM_SOURCE_UNVERIFIED:I; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; SCAFFOLD_CORRESPONDENCE_INSUFFICIENT_CONSERVATION; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,C=C [alkene]; CO₂R [ester],
CO[C@H]1O[C@H](COCCCCCl)[C@H]2O[C@](C)(OC)[C@@](C)(OC)O[C@@H]2[C@H]1OCCCCCl>>CO[C@H]1O[C@H](COCCCCI)[C@H]2O[C@](C)(OC)[C@@](C)(OC)O[C@@H]2[C@H]1OCCCCI,,,,,,,,,,Unavailable,No normalized edits or supported structural interpretation,unavailable,unavailable,0.0,FRAGMENT_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; SCAFFOLD_CORRESPONDENCE_INSUFFICIENT_CONSERVATION; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,Aliphatic Halide Exchange,,0,,,,,,,,,unavailable,,,,,,,,incomplete_reaction_observation,,RFD3:dcc34814ac7eb45dcc7665d92ea5b13df0397635497332272ed989844451c36f,structure_inventory_only,False,contradicted_or_incomplete_structure; incomplete_product_atom_provenance,unresolved,,,,,0.0,,incomplete,0,,0.935484,"{""I"":2}",,,,,,,,,,,,rejected,resolved_complete,single_stage,ineligible,suspected_missing_reactant; unaccounted_product_heavy_atoms,FRAGMENT_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; SCAFFOLD_CORRESPONDENCE_INSUFFICIENT_CONSERVATION; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,8× R–O–R [ether],
C[Si](C)(C)C(F)(F)Br.O=Cc1ccco1>>OC(c1ccco1)C(F)(F)I,,,,,,,,,,Unavailable,No normalized edits or supported structural interpretation,unavailable,unavailable,0.0,FRAGMENT_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; SCAFFOLD_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,Aliphatic Halide Exchange,,0,,,,,,,,,unavailable,,,,,,,,incomplete_reaction_observation,,RFD3:71194aa8d0d67ff16ab5cdc52c25d1dc045f19e1c1402f84d9c5a198e24b746d,structure_inventory_only,False,contradicted_or_incomplete_structure; incomplete_product_atom_provenance,unresolved,,,,,0.0,,incomplete,0,,0.909091,"{""I"":1}",,,,,,,,,,,,rejected,resolved_complete,unassigned_multistage,ineligible,multistage_conditions_not_structured; suspected_missing_reactant; unaccounted_product_heavy_atoms,FRAGMENT_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; SCAFFOLD_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,CHO [aldehyde]; HetAr–O [heteroaryl oxygen],
C[Si](C)(C)C(F)(F)Br.O=Cc1ccccc1[N+](=O)[O-]>>O=[N+]([O-])c1ccccc1C(O)C(F)(F)I,,,,,,,,,,Unavailable,No normalized edits or supported structural interpretation,unavailable,unavailable,0.0,FRAGMENT_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; SCAFFOLD_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,Aliphatic Halide Exchange,,0,,,,,,,,,unavailable,,,,,,,,incomplete_reaction_observation,,RFD3:0011b1f4da991f4d6184c8931e07b885a84df83ab19a099913a15bbb01fdede4,structure_inventory_only,False,contradicted_or_incomplete_structure; incomplete_product_atom_provenance,unresolved,,,,,0.0,,incomplete,0,,0.933333,"{""I"":1}",,,,,,,,,,,,rejected,resolved_complete,unassigned_multistage,ineligible,multistage_conditions_not_structured; suspected_missing_reactant; unaccounted_product_heavy_atoms,FRAGMENT_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; SCAFFOLD_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,CHO [aldehyde]; NO₂ [nitro],
CCC(C)(C)I>>CCC(C)(C)Br,,,,,,,,,,C–I → C–Br [Br source missing],C–I → C–Br; partial conserved-scaffold observation; the reactants do not account for Br in the product.,partial_product_correspondence,partial_product_correspondence,0.8,FRAGMENT_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; SCAFFOLD_CORRESPONDENCE_INSUFFICIENT_CONSERVATION; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,Aliphatic Halide Exchange,attachment_replacement,0,,,,,,,,,unavailable,,,,,,,,incomplete_reaction_observation,,RFD3:fb6e2d8373219e3a3426ab704d7a79d9b78cc59a761adcd0bd0ebf0482b03f7c,partial_product_correspondence,True,,partial_product_correspondence,,,,,0.8,,incomplete,0,,0.833333,"{""Br"":1}",attachment_replacement,I,Br,PFG1:b1804dbe98afebd251ad4abe,PTS1:c3eda0c148d930debfce61b80b019713b7c77086d6ed87cd67154072ebabcf99,unresolved,,unsupported,,,Br,rejected,resolved_complete,single_stage,ineligible,missing_condition_fragment_source; suspected_missing_reactant; unaccounted_product_heavy_atoms,FRAGMENT_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Br; PRODUCT_ATOM_SOURCE_UNVERIFIED:Br; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; SCAFFOLD_CORRESPONDENCE_INSUFFICIENT_CONSERVATION; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
ClCc1ccccc1>>BrCc1ccccc1,,,,,,,,,,C–Cl → C–Br [Br source missing],C–Cl → C–Br; partial conserved-scaffold observation; the reactants do not account for Br in the product.,partial_product_correspondence,partial_product_correspondence,0.8,FRAGMENT_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; SCAFFOLD_CORRESPONDENCE_INSUFFICIENT_CONSERVATION; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,Aliphatic Halide Exchange,attachment_replacement,0,,,,,,,,,unavailable,,,,,,,,incomplete_reaction_observation,,RFD3:8a09698c8770681576181a6c4032037c2cb6f19c7be37939af56ca70c7fbe4ac,partial_product_correspondence,True,,partial_product_correspondence,,,,,0.8,,incomplete,0,,0.875,"{""Br"":1}",attachment_replacement,Cl,Br,PFG1:b1804dbe98afebd251ad4abe,PTS1:f80ad7c867924d893902593f99beb2bf9b2abd26461d2e42e6604fb1d3ebbeba,unresolved,,unsupported,,,Br,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; missing_condition_fragment_source; suspected_missing_reactant; unaccounted_product_heavy_atoms,FRAGMENT_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Br; PRODUCT_ATOM_SOURCE_UNVERIFIED:Br; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; SCAFFOLD_CORRESPONDENCE_INSUFFICIENT_CONSERVATION; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CC(C)(C)OC(=O)N1CCC(n2cncc2-c2ccc(O)cc2)CC1.CN.O=C(O)c1cccc(S(=O)(=O)Cl)c1>>CNC(=O)c1cccc(S(=O)(=O)Oc2ccc(-c3cncn3C3CCN(C(=O)OC(C)(C)C)CC3)cc2)c1,Cl–S + C–O + H–N + H–O → C–N + O–S,o_sulfonylation_like,1,o_sulfonylation_like; amide_formation_like; net_coupling; net_substitution,o_sulfonylation_like; amide_formation_like,,,0.8,False,O-sulfonylation + amide formation,O-sulfonylation + amide formation; co-occurring structural patterns; temporal order is not inferred; literal edits: C–O bond cleavage; S–Cl bond cleavage; C–N bond formation; O–S bond formation; N–H loss; O–H loss,optional_pattern,generic_pattern,0.8,INFERRED_GLOBAL_ATOM_CORRESPONDENCE,Amide_formation,generic_multi_event_graph_transformation,0,,0,,RS3:d788592b6ffdd8f1ddf36ec7466bbbc95224b0a041fe25c9b03be7bd4d237a29,RCP2:b9c3ac02fc67014089db8d541a5cec95d586a43f0c16af888baa3a660a9a1bcf,RSH2:1aa9bea91d00f2a32682c3f3a6a55eb3,RME1:48862c9274c993589f093aa73639907a,inferred,available_inferred,review,not_all_edits_graph_checked; partial_active_atom_mapping,broken: C–O; broken: Cl–S; formed: C–N; formed: O–S,N hybridization: SP3 → SP2; N hydrogen count: 2 → 1; O hydrogen count: 1 → 0,Ar (c1ccccc1); HetAr (CC(C)(C)OC(=O)N1CCC(n2cncc2-c2ccccc2)CC1); R (C); X (O),,,,alkyl; aryl; heteroaryl; heteroatom,RFD3:2c8bab05fc77310b778e695883c8054131277ec862c9a21c9f7d3c3b61e3f76b,verified_signature,True,,global_atom_correspondence,,,,,0.8,,verified,0,,1.0,,,,,,,,,,,,,verified,resolved_complete,unassigned_multistage,eligible,multistage_conditions_not_structured,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; REACTION_CORE_PARTIAL_ATOM_PROVENANCE; REACTION_CORE_QUALITY_REVIEW,,
CC(C)CC(N)C(=O)O.NC(N)=S>>CC(C)CC1NC(=S)NC1=O,,,,,,,,,,Unavailable,No normalized edits or supported structural interpretation,unavailable,unavailable,0.0,AMBIGUOUS_SCAFFOLD_CORRESPONDENCE:2; REACTION_COMPLETENESS_UNRESOLVED,Amide_formation,,0,,,,,,,,,unavailable,,,,,,,,ambiguous_atom_correspondence,,RFD3:229f159a143fd54aaaccf80365223a093ce92a2fc74b5b58c3da786977422958,structure_inventory_only,False,ambiguous_edit_hypotheses,ambiguous_atom_correspondence,,,,,0.0,,unresolved,2,REH1:59c2573b54cc45f67ed5fdf6; REH1:2e072355c97c45c8c80c61a9,,,,,,,,,,,,,,review,unusable,single_stage,ineligible,missing_verified_reaction_signature; no_condition_identifiers; reaction_completeness_unresolved,AMBIGUOUS_SCAFFOLD_CORRESPONDENCE:2; REACTION_COMPLETENESS_UNRESOLVED,CO₂H [carboxylic acid]; 3× R–NH₂ [primary amine],
COc1ccc(CC2(Cc3ccc(OCc4ccccc4)cc3)NC(=O)N(C)C2=O)cc1.O=C(O)C(F)(F)F>>COc1ccc(CC2(Cc3ccc(O)cc3)NC(=O)N(C)C2=O)cc1,,,,,,,,,,Unavailable,No normalized edits or supported structural interpretation,unavailable,unavailable,0.0,FRAGMENT_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; GLOBAL_CORRESPONDENCE_NOT_FOUND; REACTION_COMPLETENESS_UNRESOLVED; SCAFFOLD_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE,Amide_formation,,0,,,,,,,,,unavailable,,,,,,,,no_core_eligible_edit_correspondence,,RFD3:9976ee08351f4412b35259e1981c785a3d50530c171c08e6e41ee87aeb93e0c4,structure_inventory_only,True,,unresolved,,,,,0.0,,unresolved,0,,,,,,,,,,,,,,,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; no_usable_transformation_evidence; reaction_completeness_unresolved,FRAGMENT_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; GLOBAL_CORRESPONDENCE_NOT_FOUND; REACTION_COMPLETENESS_UNRESOLVED; SCAFFOLD_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE,CO₂H [carboxylic acid]; CO–N–CO [imide]; 2× R–O–R [ether],
Cc1cc(OCC(=O)O)cc(C)c1Cc1ccc(OCc2ccccc2)c(C(C)C)c1.NC1COC1>>Cc1cc(OCC(=O)NC2COC2)cc(C)c1Cc1ccc(O)c(C(C)C)c1,2 × C–O + H–N → C–N + H–O,amide_formation_like,1,amide_formation_like; alcohol_deprotection_like; net_ring_opening; net_coupling; net_substitution,amide_formation_like; alcohol_deprotection_like,,,0.8,False,amide formation + alcohol deprotection,amide formation + alcohol deprotection; co-occurring structural patterns; temporal order is not inferred; literal edits: C–O bond cleavage; C–O bond cleavage; C–N bond formation; H gain at O; N–H loss,optional_pattern,generic_pattern,0.8,INFERRED_GLOBAL_ATOM_CORRESPONDENCE,Amide_formation,generic_multi_event_graph_transformation,0,,-1,,RS3:622a67a473da039de5fa79bf1925265bfca69002612a5b390ea1f95d01eaa0b1,RCP2:d6506e6ca2c6b0a6a5b0d934a25aaabb39f99fc6e1115583ebf427388e2dbb85,RSH2:fcd117cbbc0701bda10b7d61f1446353,RME1:c334d23b0d456e8dd92c6882517b1f17,inferred,available_inferred,review,not_all_edits_graph_checked; partial_active_atom_mapping; remote_continuity_unresolved,broken: C–O; broken: C–O; formed: C–N,N hybridization: SP3 → SP2; N hydrogen count: 2 → 1; O hydrogen count: 0 → 1,Ar (COc1cc(C)c(Cc2cccc(C(C)C)c2)c(C)c1); Cycloalkyl (C1COC1); X (O),,,,aryl; heteroatom; ring_aliphatic,RFD3:7cb55927e5a1be5297618181ffafe21077b416dd1c3234bea6c3bd37695bd107,verified_signature,True,,global_atom_correspondence,,,,,0.8,,verified,0,,1.0,,,,,,,,,,,,,verified,resolved_complete,unassigned_multistage,eligible,multistage_conditions_not_structured,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; REACTION_CORE_PARTIAL_ATOM_PROVENANCE; REACTION_CORE_QUALITY_REVIEW; REACTION_CORE_REMOTE_CONTINUITY_UNRESOLVED,,
COc1cc(NC(C)CCCN)c2ncccc2c1-c1ccccc1.O=C(O)C1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3>>COc1cc(NCCCCNC(=O)C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)c2ncccc2c1-c1ccc(F)cc1,,,,,,,,,,Unavailable,No normalized edits or supported structural interpretation,unavailable,unavailable,0.0,FRAGMENT_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; SCAFFOLD_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,Amide_formation,,0,,,,,,,,,unavailable,,,,,,,,incomplete_reaction_observation,,RFD3:b015fb720ab0d26cde7be0ec3e68bd8a223408e547c7d495d5c8098149369133,structure_inventory_only,False,contradicted_or_incomplete_structure; incomplete_product_atom_provenance,unresolved,,,,,0.0,,incomplete,0,,0.978723,"{""F"":1}",,,,,,,,,,,,rejected,resolved_complete,unassigned_multistage,ineligible,multistage_conditions_not_structured; suspected_missing_reactant; unaccounted_product_heavy_atoms,FRAGMENT_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; SCAFFOLD_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,CO₂H [carboxylic acid]; HetAr–N [heteroaryl nitrogen]; 2× R₁–O–O–R₂ [peroxide]; R₂NH [secondary amine]; R–NH₂ [primary amine]; R–O–R [ether],
CONC(=O)c1ccc(Cl)cc1.O=C(O)C(=O)c1ccc(Cl)cc1>>CON1C(=O)c2ccc(Cl)cc2C1(O)c1ccc(Cl)cc1,"C(Ar)(C(=O)(O-H))(=O) → C(Ar)(ArC)(N-(O,R))(O-H)",amide_formation_like,1,amide_formation_like; decarboxylative_coupling_like; cycloaddition_like; net_ring_closure; net_addition; net_substitution; net_bond_order_decrease,,,,0.8,False,C + N–C–C:C → 5-membered C₄N ring,"2-component ring formation: C + N–C–C:C → 5-membered C₄N ring; key connectivity: C–C bond formed + C–N bond formed; ring count +1; evidence: global atom correspondence (confidence 0.80); raw edits: C–C bond cleavage; C=O → C–O; C–C bond formation; C–N bond formation; C–H loss; H gain at O; N–H loss; core projection: C(Ar)(C(=O)(O-H))(=O) → C(Ar)(ArC)(N-(O,R))(O-H); bond changes: broken: C–C, order changed: C=O → C–O, formed: Ar–C, formed: C–N; atom-state changes: C hybridization: SP₂ → SP₃, O hybridization: SP₂ → SP₃, C hydrogen count: 1 → 0, N hydrogen count: 1 → 0, O hydrogen count: 0 → 1; retained context: Ar (Clc1ccccc1), Ar (cc(Cl)cccC=O), X (CO); core evidence: inferred structural correspondence; core quality: review: not_all_edits_graph_checked, partial_active_atom_mapping, remote_continuity_unresolved",generic_topology,ring_formation,0.8,INFERRED_GLOBAL_ATOM_CORRESPONDENCE,Amide_formation,generic_graph_transformation,1,5,1,"5-membered C4N ring; formed=C-C,C-N",RS3:d9d7e0f9fd82ca56c52e965fa7d05029e8e67d3e6f5f2ffb7ba50073b56db1bd,RCP2:21a6e0af5372443eaed9bcba0c2b76030e6d52ee113cb7b5451e9640145c7c8a,RSH2:79c36083af02d40ec1eb751baf7babda,RME1:3fe1ab83d3c11fa64ea5275b4c3de899,inferred,available_inferred,review,not_all_edits_graph_checked; partial_active_atom_mapping; remote_continuity_unresolved,broken: C–C; order changed: C=O → C–O; formed: Ar–C; formed: C–N,C hybridization: SP2 → SP3; O hybridization: SP2 → SP3; C hydrogen count: 1 → 0; N hydrogen count: 1 → 0; O hydrogen count: 0 → 1,Ar (Clc1ccccc1); Ar (cc(Cl)cccC=O); X (CO),,,,aryl; heteroatom,RFD3:39b7edbd2caffa4665b7d74913906dae70115ac67b284e88f1e0e10f0363b30a,verified_signature,True,,global_atom_correspondence,,,,,0.8,,verified,0,,1.0,,,,,,,,,,,,,verified,resolved_complete,single_stage,eligible,verified_reaction_signature_with_conditions,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; REACTION_CORE_PARTIAL_ATOM_PROVENANCE; REACTION_CORE_QUALITY_REVIEW; REACTION_CORE_REMOTE_CONTINUITY_UNRESOLVED,,
