Dataset entry number,ReactionClass,SCREEN_ID,NOTEBOOK_ID,REACTION_ID,KeyWord_STD,ReactionGroup,RXN_SMILES,PCAT_CMPD_ID,PRODUCT_STRUCTURE,Product_Yield_PCT_Area_UV,Product_UV_Analysis_Wavelength_nm,Product_Yield_Mass_Ion_Count,Product_Selectivity,Solvent_1_Name,Reaction_T,Reaction_Time_hrs,Catalyst_1_eq,Catalyst_1_ID[1],catalyst_1_ID_1_SMILES,Catalyst_1_ID[2],catalyst_1_ID_2_SMILES,Catalyst_1_Short_Hand,Catalyst_2_eq,Catalyst_2_ID[1],catalyst_2_ID_1_SMILES,Catalyst_2_ID[2],catalyst_2_ID_2_SMILES,Catalyst_2_Short_Hand,Reactant_1_eq,Reactant_1_ID,Reactant_1_SMILES,Reactant_2_eq,Reactant_2_ID,reactant_2_SMILES,Reactant_3_eq,Reactant_3_ID,reactant_3_SMILES,Reagent_1_eq,Reagent_1_ID,Reagent_1_Short_Hand,Reagent_2_eq,Reagent_2_ID,Reagent_2_Short_Hand,yie_react
2730,Amide coupling,SCRN_307,00119131-1472,RKB-03544331,AMIDE COUPLING,Other Functionalization,[NH2:1][c:2]1[s:18][c:5]([CH2:6][C@@H:7]2[CH2:11][C@H:10]([c:12]3[s:17][c:15]([NH2:16])[n:14][n:13]3)[CH2:9][CH2:8]2)[n:4][n:3]1.[OH:19][C:20]([CH2:22][c:23]1[n:28][cH:27][cH:26][cH:25][cH:24]1)=[O:21]>>[O:21]=[C:20]([NH:1][c:2]1[s:18][c:5]([CH2:6][C@@H:7]2[CH2:11][C@H:10]([c:12]3[s:17][c:15]([NH:16]C(Cc4ncccc4)=[O:19])[n:14][n:13]3)[CH2:9][CH2:8]2)[n:4][n:3]1)[CH2:22][c:23]5[n:28][cH:27][cH:26][cH:25][cH:24]5,PF-06690265,O=C(Cc1ccccn1)Nc2nnc(C[C@H]3CC[C@H](C3)c4nnc(NC(=O)Cc5ccccn5)s4)s2,82,254.0,1113624.25,81.87574031,DMF,25.0,18.0,,,,,,None,,,,,,,1.0,PF-06698988,C1[C@H](C[C@H](C1)Cc1sc(nn1)N)c1sc(nn1)N,,MFCD03412533,c1(ccccn1)CC(O)=O,0.0625,,,,MFCD00006583,T3P,8.0,MFCD00011732,Pyridine,82__PF-06698988__MFCD03412533__
3647,Amide coupling,SCRN_307,00119131-1472,RKB-03544334,AMIDE COUPLING,Other Functionalization,[OH:1][C:2]([CH2:4][c:5]1[n:10][cH:9][cH:8][cH:7][cH:6]1)=[O:3].[NH2:11][c:12]1[s:28][c:15]([CH2:16][C@@H:17]2[CH2:21][C@H:20]([c:22]3[s:27][c:25]([NH2:26])[n:24][n:23]3)[CH2:19][CH2:18]2)[n:14][n:13]1>>[O:3]=[C:2]([NH:11][c:12]1[s:28][c:15]([CH2:16][C@@H:17]2[CH2:21][C@H:20]([c:22]3[s:27][c:25]([NH:26]C(Cc4ncccc4)=[O:1])[n:24][n:23]3)[CH2:19][CH2:18]2)[n:14][n:13]1)[CH2:4][c:5]5[n:10][cH:9][cH:8][cH:7][cH:6]5,PF-06690265,O=C(Cc1ccccn1)Nc2nnc(C[C@H]3CC[C@H](C3)c4nnc(NC(=O)Cc5ccccn5)s4)s2,78,254.0,1139528.75,78.1509258,DMF,25.0,18.0,,,,,,None,,,,,,,1.0,PF-06698988,C1[C@H](C[C@H](C1)Cc1sc(nn1)N)c1sc(nn1)N,,MFCD03412533,c1(ccccn1)CC(O)=O,0.0625,,,,MFCD00006583,T3P,8.0,MFCD00011732,Pyridine,78__PF-06698988__MFCD03412533__
3670,Amide coupling,SCRN_342,00119131-1222,RKB-03550233,AMIDE COUPLING,Other Functionalization,[CH3:1][O:2][c:3]1[c:28](OC)c[c:6]([CH2:7][N:8]2[C:26](=[O:27])[CH2:25][CH2:24][CH:9]2[CH2:10][CH2:11][N:12]([CH2:16][c:17]3[n:23][c:22]([n:19]4[cH:18]3)[cH:21][cH:20]cc4)[CH2:13][CH:14](C)[CH3:15])[cH:5][cH:4]1.OC(C=[CH2:29])=O>>[CH3:7][N:8]([C:26]([CH:25]=[CH2:29])=[O:27])[C@H:9]1[CH2:24][C@H:11]([O:2][c:20]2[c:21]([c:22]3[n:19][c:18](N[c:14]4[cH:13][n:12]([CH3:1])n[cH:15]4)n2)[c:16]([c:28]5[c:3](F)[cH:4][cH:5][cH:6]n5)[cH:17][nH:23]3)[CH2:10]1,PF-06668808,CN([C@@H]1C[C@H](C1)Oc2nc(Nc3cnn(C)c3)nc4[nH]cc(c5ncccc5F)c24)C(=O)C=C,78,,4138508.3,,MeCN,,,,,,,,,,,,,,,,PF-0123456,,,MFCD00004367,C(C=C)(O)=O,,,,,MFCD00011984,2 CMPI,2.5,MFCD00003494,Na2CO3(aq.),78__PF-0123456__MFCD00004367__
4004,Amide coupling,SCRN_342,00119131-1222,RKB-03550235,AMIDE COUPLING,Other Functionalization,[CH3:1][O:2][c:3]1[c:28](OC)c[c:6]([CH2:7][N:8]2[C:26](=[O:27])[CH2:25][CH2:24][CH:9]2[CH2:10][CH2:11][N:12]([CH2:16][c:17]3[n:23][c:22]([n:19]4[cH:18]3)[cH:21][cH:20]cc4)[CH2:13][CH:14](C)[CH3:15])[cH:5][cH:4]1.ClC(C=[CH2:29])=O>>[CH3:7][N:8]([C:26]([CH:25]=[CH2:29])=[O:27])[C@H:9]1[CH2:24][C@H:11]([O:2][c:20]2[c:21]([c:22]3[n:19][c:18](N[c:14]4[cH:13][n:12]([CH3:1])n[cH:15]4)n2)[c:16]([c:28]5[c:3](F)[cH:4][cH:5][cH:6]n5)[cH:17][nH:23]3)[CH2:10]1,PF-06668808,CN([C@@H]1C[C@H](C1)Oc2nc(Nc3cnn(C)c3)nc4[nH]cc(c5ncccc5F)c24)C(=O)C=C,75,,4138508.3,,THF,,,,,,,,,,,,,,,,PF-0123456,,,MFCD00000731,C(C=C)(=O)Cl,,,,,,,2.5,MFCD00003494,Na2CO3(aq.),75__PF-0123456__MFCD00000731__
4344,Amide coupling,SCRN_342,00119131-1222,RKB-03550236,AMIDE COUPLING,Other Functionalization,OC(C=[CH2:1])=O.[CH3:2][O:3][c:4]1[c:29](OC)c[c:7]([CH2:8][N:9]2[C:27](=[O:28])[CH2:26][CH2:25][CH:10]2[CH2:11][CH2:12][N:13]([CH2:17][c:18]3[n:24][c:23]([n:20]4[cH:19]3)[cH:22][cH:21]cc4)[CH2:14][CH:15](C)[CH3:16])[cH:6][cH:5]1>>[CH3:8][N:9]([C:27]([CH:26]=[CH2:1])=[O:28])[C@H:10]1[CH2:25][C@H:12]([O:3][c:21]2[c:22]([c:23]3[n:20][c:19](N[c:15]4[cH:14][n:13]([CH3:2])n[cH:16]4)n2)[c:17]([c:29]5[c:4](F)[cH:5][cH:6][cH:7]n5)[cH:18][nH:24]3)[CH2:11]1,PF-06668808,CN([C@@H]1C[C@H](C1)Oc2nc(Nc3cnn(C)c3)nc4[nH]cc(c5ncccc5F)c24)C(=O)C=C,72,,4338620.0,,THF,,,,,,,,,,,,,,,,PF-0123456,,,MFCD00004367,C(C=C)(O)=O,,,,,MFCD00011984,2 CMPI,2.5,MFCD00036295,K3PO4,72__PF-0123456__MFCD00004367__
2036,Amide coupling,SCRN_370,00119131-1219,RKB-03550097,AMIDE COUPLING,Other Functionalization,[CH3:1][NH:2][C@H:3]1[CH2:6][C@H:5]([O:7][c:8]2[c:30]([c:19]3[n:18][c:10]([NH:11][c:12]4[cH:17][n:15]([CH3:16])[n:14][cH:13]4)[n:9]2)[c:22]([c:23]5[c:28]([F:29])[cH:27][cH:26][cH:25][n:24]5)[cH:21][nH:20]3)[CH2:4]1.Cl[C:31]([CH:33]=[CH2:34])=[O:32]>>[CH3:1][N:2]([C:31]([CH:33]=[CH2:34])=[O:32])[C@H:3]1[CH2:6][C@H:5]([O:7][c:8]2[c:30]([c:19]3[n:18][c:10]([NH:11][c:12]4[cH:17][n:15]([CH3:16])[n:14][cH:13]4)[n:9]2)[c:22]([c:23]5[c:28]([F:29])[cH:27][cH:26][cH:25][n:24]5)[cH:21][nH:20]3)[CH2:4]1,PF-06668808,CN([C@@H]1C[C@H](C1)Oc2nc(Nc3cnn(C)c3)nc4[nH]cc(c5ncccc5F)c24)C(=O)C=C,88,,8102860.0,,THF,,,,,,,,,,,,,,,,PF-06668807,c12nc(nc(c1c(c[nH]2)c1c(cccn1)F)O[C@H]1C[C@@H](C1)NC)Nc1cnn(c1)C,,MFCD00000731,C(C=C)(=O)Cl,,,,,,,2.5,MFCD00003494,Na2CO3(aq.),88__PF-06668807__MFCD00000731__
4326,Amide coupling,SCRN_370,00119131-1219,RKB-03550098,AMIDE COUPLING,Other Functionalization,[CH3:1][NH:2][C@H:3]1[CH2:6][C@H:5]([O:7][c:8]2[c:30]([c:19]3[n:18][c:10]([NH:11][c:12]4[cH:17][n:15]([CH3:16])[n:14][cH:13]4)[n:9]2)[c:22]([c:23]5[c:28]([F:29])[cH:27][cH:26][cH:25][n:24]5)[cH:21][nH:20]3)[CH2:4]1.O[C:31]([CH:33]=[CH2:34])=[O:32]>>[CH3:1][N:2]([C:31]([CH:33]=[CH2:34])=[O:32])[C@H:3]1[CH2:6][C@H:5]([O:7][c:8]2[c:30]([c:19]3[n:18][c:10]([NH:11][c:12]4[cH:17][n:15]([CH3:16])[n:14][cH:13]4)[n:9]2)[c:22]([c:23]5[c:28]([F:29])[cH:27][cH:26][cH:25][n:24]5)[cH:21][nH:20]3)[CH2:4]1,PF-06668808,CN([C@@H]1C[C@H](C1)Oc2nc(Nc3cnn(C)c3)nc4[nH]cc(c5ncccc5F)c24)C(=O)C=C,72,,5428940.5,,THF,,,,,,,,,,,,,,,,PF-06668807,c12nc(nc(c1c(c[nH]2)c1c(cccn1)F)O[C@H]1C[C@@H](C1)NC)Nc1cnn(c1)C,,MFCD00004367,C(C=C)(O)=O,,,,,MFCD00011984,2 CMPI,6.0,MFCD00008868,DIPEA,72__PF-06668807__MFCD00004367__
7647,Amide coupling,SCRN_370,00119131-1219,RKB-03550102,AMIDE COUPLING,Other Functionalization,Cl[C:1]([CH:3]=[CH2:4])=[O:2].[CH3:5][NH:6][C@H:7]1[CH2:10][C@H:9]([O:11][c:12]2[c:34]([c:23]3[n:22][c:14]([NH:15][c:16]4[cH:21][n:19]([CH3:20])[n:18][cH:17]4)[n:13]2)[c:26]([c:27]5[c:32]([F:33])[cH:31][cH:30][cH:29][n:28]5)[cH:25][nH:24]3)[CH2:8]1>>[CH3:5][N:6]([C:1]([CH:3]=[CH2:4])=[O:2])[C@H:7]1[CH2:10][C@H:9]([O:11][c:12]2[c:34]([c:23]3[n:22][c:14]([NH:15][c:16]4[cH:21][n:19]([CH3:20])[n:18][cH:17]4)[n:13]2)[c:26]([c:27]5[c:32]([F:33])[cH:31][cH:30][cH:29][n:28]5)[cH:25][nH:24]3)[CH2:8]1,PF-06668808,CN([C@@H]1C[C@H](C1)Oc2nc(Nc3cnn(C)c3)nc4[nH]cc(c5ncccc5F)c24)C(=O)C=C,54,,7370903.5,,THF,,,,,,,,,,,,,,,,PF-06668807,c12nc(nc(c1c(c[nH]2)c1c(cccn1)F)O[C@H]1C[C@@H](C1)NC)Nc1cnn(c1)C,,MFCD00000731,C(C=C)(=O)Cl,,,,,,,2.5,MFCD00010957,Cs2CO3(aq.),54__PF-06668807__MFCD00000731__
9826,Amide coupling,SCRN_370,00119131-1219,RKB-03550108,AMIDE COUPLING,Other Functionalization,O[C:1]([CH:3]=[CH2:4])=[O:2].[CH3:5][NH:6][C@H:7]1[CH2:10][C@H:9]([O:11][c:12]2[c:34]([c:23]3[n:22][c:14]([NH:15][c:16]4[cH:21][n:19]([CH3:20])[n:18][cH:17]4)[n:13]2)[c:26]([c:27]5[c:32]([F:33])[cH:31][cH:30][cH:29][n:28]5)[cH:25][nH:24]3)[CH2:8]1>>[CH3:5][N:6]([C:1]([CH:3]=[CH2:4])=[O:2])[C@H:7]1[CH2:10][C@H:9]([O:11][c:12]2[c:34]([c:23]3[n:22][c:14]([NH:15][c:16]4[cH:21][n:19]([CH3:20])[n:18][cH:17]4)[n:13]2)[c:26]([c:27]5[c:32]([F:33])[cH:31][cH:30][cH:29][n:28]5)[cH:25][nH:24]3)[CH2:8]1,PF-06668808,CN([C@@H]1C[C@H](C1)Oc2nc(Nc3cnn(C)c3)nc4[nH]cc(c5ncccc5F)c24)C(=O)C=C,42,,6146789.5,,THF,,,,,,,,,,,,,,,,PF-06668807,c12nc(nc(c1c(c[nH]2)c1c(cccn1)F)O[C@H]1C[C@@H](C1)NC)Nc1cnn(c1)C,,MFCD00004367,C(C=C)(O)=O,,,,,MFCD11975052,38 COMU,6.0,MFCD00008868,DIPEA,42__PF-06668807__MFCD00004367__
855,Amide coupling,SCRN_447,00119131-1232,RKB-03540945,AMIDE COUPLING,Other Functionalization,[NH2:1][c:2]1[s:17][c:5]([CH2:6][CH2:7][S:8][CH2:9][CH2:10][c:11]2[s:16][c:14]([NH2:15])[n:13][n:12]2)[n:4][n:3]1.[CH3:18][CH:19]([c:23]1[cH:28][n:27][cH:26][cH:25][cH:24]1)[C:20]([OH:22])=[O:21]>>C[C@@H](c1cnccc1)C([NH:1][c:2]2[s:17][c:5]([CH2:6][CH2:7][S:8][CH2:9][CH2:10][c:11]3[s:16][c:14]([NH:15][C:20]([C@H:19]([c:23]4[cH:28][n:27][cH:26][cH:25][cH:24]4)[CH3:18])=[O:21])[n:13][n:12]3)[n:4][n:3]2)=[O:22],PF-06646095,C[C@H](C(=O)Nc1nnc(CCSCCc2nnc(NC(=O)[C@@H](C)c3cccnc3)s2)s1)c4cccnc4,95,280.0,14362.2,0.9,DMAc,20.0,18.0,,,,,,,,,,,,,1.0,PF-02235906,c1(nnc(s1)N)CCSCCc1nnc(s1)N,,MFCD14585027,CC(C(=O)O)c1cccnc1,,,,3.0,MFCD00008705,Ac2O,,,None,95__PF-02235906__MFCD14585027__
3551,Amide coupling,SCRN_447,00119131-1232,RKB-03540949,AMIDE COUPLING,Other Functionalization,[CH3:1][CH:2]([c:6]1[cH:11][n:10][cH:9][cH:8][cH:7]1)[C:3]([OH:5])=[O:4].[NH2:12][c:13]1[s:28][c:16]([CH2:17][CH2:18][S:19][CH2:20][CH2:21][c:22]2[s:27][c:25]([NH2:26])[n:24][n:23]2)[n:15][n:14]1>>C[C@@H](c1cnccc1)C([NH:12][c:13]2[s:28][c:16]([CH2:17][CH2:18][S:19][CH2:20][CH2:21][c:22]3[s:27][c:25]([NH:26][C:3]([C@H:2]([c:6]4[cH:11][n:10][cH:9][cH:8][cH:7]4)[CH3:1])=[O:4])[n:24][n:23]3)[n:15][n:14]2)=[O:5],PF-06646095,C[C@H](C(=O)Nc1nnc(CCSCCc2nnc(NC(=O)[C@@H](C)c3cccnc3)s2)s1)c4cccnc4,79,280.0,41749.1,0.8,DMAc,20.0,18.0,,,,,,,,,,,,,1.0,PF-02235906,c1(nnc(s1)N)CCSCCc1nnc(s1)N,,MFCD14585027,CC(C(=O)O)c1cccnc1,,,,3.0,MFCD00075445,HBTU,,,None,79__PF-02235906__MFCD14585027__
7528,Amide coupling,SCRN_462,00119131-1008,RKB-03538429,AMIDE COUPLING,Other Functionalization,[CH3:1][CH2:2][NH:3][CH2:4][c:5]1[n:10]([CH3:11])[n:9][c:7]([CH3:8])[c:6]1[c:12]2[cH:30][c:17]([O:18][CH:19]([c:21]3[c:27]([C:28](O)=[O:29])[cH:26][cH:25][c:23]([F:24])[cH:22]3)[CH3:20])[c:15]([NH2:16])[n:14][cH:13]2>>[CH3:1][CH2:2][N:3]1[C:28](=[O:29])[c:27]([c:21]2[CH:19]([CH3:20])[O:18][c:17]([cH:30][c:12]3[c:6]4[c:5]([n:10]([CH3:11])[n:9][c:7]4[CH3:8])[CH2:4]1)[c:15]([NH2:16])[n:14][cH:13]3)[cH:26][cH:25][c:23]([F:24])[cH:22]2,PF-06470222,CCN1Cc2c(c(C)nn2C)c3cnc(N)c(OC(C)c4cc(F)ccc4C1=O)c3,55,330.0,379079.5,0.7,DMAc,25.0,18.0,,,,,,,,,,,,,1.0,PF-06470221,c1(c(ncc(c1)c1c(nn(c1CNCC)C)C)N)O[C@@H](c1c(ccc(c1)F)C(O)=O)C,,,,,,,5.0,MFCD00077413,TBTU,3.0,MFCD00008868,L/001,55__PF-06470221____
9008,Cabonylation,SCRN_106,00119131-2524,RKB-03942996,CARBONYLATION,Metal Mediated,[CH3:1][C:2]([c:5]1[n:10][cH:9][c:8](Br)[cH:7][cH:6]1)([CH3:4])[CH3:3].Br[Zn][CH2:11][CH2:12][c:13]1[cH:18][cH:17][cH:16][cH:15][cH:14]1.[CH3:19][C:20]([N+]#[C-])(C)C>>[CH3:1][C:2]([c:5]1[n:10][cH:9][c:8]([C:19]([C:20]([CH2:11][CH2:12][c:13]2[cH:18][cH:17][cH:16][cH:15][cH:14]2)=O)=O)[cH:7][cH:6]1)([CH3:4])[CH3:3],PF-07040958,CC(C)(C)c1ccc(cn1)C(=O)C(=O)CCc2ccccc2,49,280.0,9984208.0,,Toluene,100.0,18.0,,,,MFCD03094580,[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C,,0.03125,MFCD03094580,[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C,,,Pd(P(tBu)3)2,1.0,MFCD11847809,c1c(ccc(n1)C(C)(C)C)Br,,MFCD01311437,c1(ccccc1)CC[Zn]Br,2.1,MFCD00000002,C([N+]#[CH-])(C)(C)C,3.0,MFCD00008261,LiHMDS,,,,49__MFCD11847809__MFCD01311437__MFCD00000002
5845,Cabonylation,SCRN_106,00119131-2524,RKB-03943000,CARBONYLATION,Metal Mediated,[CH3:1][C:2]([N+]#[C-])(C)C.Br[Zn][CH2:3][CH2:4][c:5]1[cH:10][cH:9][cH:8][cH:7][cH:6]1.[CH3:11][C:12]([c:15]1[n:20][cH:19][c:18](Br)[cH:17][cH:16]1)([CH3:14])[CH3:13]>>[CH3:11][C:12]([c:15]1[n:20][cH:19][c:18]([C:1]([C:2]([CH2:3][CH2:4][c:5]2[cH:10][cH:9][cH:8][cH:7][cH:6]2)=O)=O)[cH:17][cH:16]1)([CH3:14])[CH3:13],PF-07040958,CC(C)(C)c1ccc(cn1)C(=O)C(=O)CCc2ccccc2,64,280.0,10342986.0,,Toluene,100.0,18.0,0.03125,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD00001422,P(C1CCCC1)(c1ccccc1)c1ccccc1.P(C1CCCC1)(c1ccccc1)c1ccccc1.[Fe],Pd(OAc)2,0.0625,MFCD00001422,P(C1CCCC1)(c1ccccc1)c1ccccc1.P(C1CCCC1)(c1ccccc1)c1ccccc1.[Fe],,,Pd(OAc)2/dppf,1.0,MFCD11847809,c1c(ccc(n1)C(C)(C)C)Br,,MFCD01311437,c1(ccccc1)CC[Zn]Br,2.1,MFCD00000002,C([N+]#[CH-])(C)(C)C,3.0,MFCD00040575,NaOtBu,,,,64__MFCD11847809__MFCD01311437__MFCD00000002
2671,Cabonylation,SCRN_146,00119131-2345,RKB-03725071,CARBONYLATION,Metal Mediated,[CH3:1][C:2]([O:5][C:6]([N:8]1[CH2:25][c:24]([c:11]2[CH2:10][CH2:9]1)[c:15]([O:16][CH2:17][c:18]3[cH:23][cH:22][cH:21][cH:20][cH:19]3)[cH:14][c:13](Br)[cH:12]2)=[O:7])([CH3:4])[CH3:3].[O:26]=[CH:27]N1S(=O)(=O)c(c2C1=O)cccc2.CC[SiH](CC)CC>>[CH3:1][C:2]([O:5][C:6]([N:8]1[CH2:25][c:24]([c:11]2[CH2:10][CH2:9]1)[c:15]([O:16][CH2:17][c:18]3[cH:23][cH:22][cH:21][cH:20][cH:19]3)[cH:14][c:13]([CH:27]=[O:26])[cH:12]2)=[O:7])([CH3:4])[CH3:3],PF-06923236,CC(C)(C)OC(=O)N1CCc2cc(C=O)cc(OCc3ccccc3)c2C1,82,225.0,5074890.5,,DMF,80.0,18.0,,,,None,,,0.0625,None,,,,3G OMs XanthPhos,1.0,PF-06880213,c1c(cc2c(c1OCc1ccccc1)CN(CC2)C(OC(C)(C)C)=O)Br,,MFCD23380208,S1(N(C(c2c1cccc2)=O)C=O)(=O)=O,1.3,MFCD00009018,[Si](CC)(CC)CC,5.0,MFCD00008868,DIPEA,,,,82__PF-06880213__MFCD23380208__MFCD00009018
4280,Cabonylation,SCRN_146,00119131-2345,RKB-03725074,CARBONYLATION,Metal Mediated,CC[SiH](CC)CC.[O:1]=[CH:2]N1S(=O)(=O)c(c2C1=O)cccc2.[CH3:3][C:4]([O:7][C:8]([N:10]1[CH2:27][c:26]([c:13]2[CH2:12][CH2:11]1)[c:17]([O:18][CH2:19][c:20]3[cH:25][cH:24][cH:23][cH:22][cH:21]3)[cH:16][c:15](Br)[cH:14]2)=[O:9])([CH3:6])[CH3:5]>>[CH3:3][C:4]([O:7][C:8]([N:10]1[CH2:27][c:26]([c:13]2[CH2:12][CH2:11]1)[c:17]([O:18][CH2:19][c:20]3[cH:25][cH:24][cH:23][cH:22][cH:21]3)[cH:16][c:15]([CH:2]=[O:1])[cH:14]2)=[O:9])([CH3:6])[CH3:5],PF-06923236,CC(C)(C)OC(=O)N1CCc2cc(C=O)cc(OCc3ccccc3)c2C1,72,225.0,3905607.75,,DMF,80.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD00233863,P(c1c(Oc2c(P(c3ccccc3)c3ccccc3)cccc2)cccc1)(c1ccccc1)c1ccccc1,Pd(OAc)2,0.125,MFCD00233863,P(c1c(Oc2c(P(c3ccccc3)c3ccccc3)cccc2)cccc1)(c1ccccc1)c1ccccc1,,,DPEPhos / Pd(OAc)2,1.0,PF-06880213,c1c(cc2c(c1OCc1ccccc1)CN(CC2)C(OC(C)(C)C)=O)Br,,MFCD23380208,S1(N(C(c2c1cccc2)=O)C=O)(=O)=O,1.3,MFCD00009018,[Si](CC)(CC)CC,5.0,MFCD00008868,DIPEA,,,,72__PF-06880213__MFCD23380208__MFCD00009018
5560,Cabonylation,SCRN_163,00119131-2405,RKB-03738668,CARBONYLATION,Metal Mediated,[CH3:1][C:2]([O:5][C:6]([N:8]1[CH2:25][c:24]([c:11]2[CH2:10][CH2:9]1)[c:15]([O:16][CH2:17][c:18]3[cH:23][cH:22][cH:21][cH:20][cH:19]3)[cH:14][c:13](Br)[cH:12]2)=[O:7])([CH3:4])[CH3:3].[C-:26]#[O+:27].CC[SiH](CC)CC>>[CH3:1][C:2]([O:5][C:6]([N:8]1[CH2:25][c:24]([c:11]2[CH2:10][CH2:9]1)[c:15]([O:16][CH2:17][c:18]3[cH:23][cH:22][cH:21][cH:20][cH:19]3)[cH:14][c:13]([CH:26]=[O:27])[cH:12]2)=[O:7])([CH3:4])[CH3:3],PF-06923236,CC(C)(C)OC(=O)N1CCc2cc(C=O)cc(OCc3ccccc3)c2C1,66,280.0,1828683.9,,DMF,80.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD00233866,c12c(P(c3ccccc3)c3ccccc3)cccc1C(c1c(O2)c(P(c2ccccc2)c2ccccc2)ccc1)(C)C,Pd(OAc)2,0.125,MFCD00233866,c12c(P(c3ccccc3)c3ccccc3)cccc1C(c1c(O2)c(P(c2ccccc2)c2ccccc2)ccc1)(C)C,,,Xant,1.0,PF-06880213,c1c(cc2c(c1OCc1ccccc1)CN(CC2)C(OC(C)(C)C)=O)Br,,MFCD00011320,[O+]#[CH-],1.3,MFCD00009018,[Si](CC)(CC)CC,3.0,MFCD00008868,DIPEA,,,,66__PF-06880213__MFCD00011320__MFCD00009018
13867,Cabonylation,SCRN_163,00119131-2405,RKB-03738684,CARBONYLATION,Metal Mediated,CC[SiH](CC)CC.C[Si](c1ccccc1)(c2ccccc2)[C:1](O)=[O:2].[CH3:3][C:4]([O:7][C:8]([N:10]1[CH2:27][c:26]([c:13]2[CH2:12][CH2:11]1)[c:17]([O:18][CH2:19][c:20]3[cH:25][cH:24][cH:23][cH:22][cH:21]3)[cH:16][c:15](Br)[cH:14]2)=[O:9])([CH3:6])[CH3:5]>>[CH3:3][C:4]([O:7][C:8]([N:10]1[CH2:27][c:26]([c:13]2[CH2:12][CH2:11]1)[c:17]([O:18][CH2:19][c:20]3[cH:25][cH:24][cH:23][cH:22][cH:21]3)[cH:16][c:15]([CH:1]=[O:2])[cH:14]2)=[O:9])([CH3:6])[CH3:5],PF-06923236,CC(C)(C)OC(=O)N1CCc2cc(C=O)cc(OCc3ccccc3)c2C1,27,280.0,1447363.0,,DMF,80.0,18.0,,,,MFCD14155707,O1c2c(C(c3c1c(ccc3)P(c1ccccc1)c1ccccc1)(C)C)cccc2P(c1ccccc1)c1ccccc1.Cl[Pd]Cl,,0.0625,MFCD14155707,O1c2c(C(c3c1c(ccc3)P(c1ccccc1)c1ccccc1)(C)C)cccc2P(c1ccccc1)c1ccccc1.Cl[Pd]Cl,,,Pd(Xant)Cl2,1.0,PF-06880213,c1c(cc2c(c1OCc1ccccc1)CN(CC2)C(OC(C)(C)C)=O)Br,,MFCD29127436,[Si](C(=O)O)(c1ccccc1)(c1ccccc1)C,1.3,MFCD00009018,[Si](CC)(CC)CC,3.0,MFCD00008868,DIPEA,,,,27__PF-06880213__MFCD29127436__MFCD00009018
14061,Cabonylation,SCRN_163,00119131-2405,RKB-03738687,CARBONYLATION,Metal Mediated,CC[SiH](CC)CC.[C-:1]#[O+:2].[CH3:3][C:4]([O:7][C:8]([N:10]1[CH2:27][c:26]([c:13]2[CH2:12][CH2:11]1)[c:17]([O:18][CH2:19][c:20]3[cH:25][cH:24][cH:23][cH:22][cH:21]3)[cH:16][c:15](Br)[cH:14]2)=[O:9])([CH3:6])[CH3:5]>>[CH3:3][C:4]([O:7][C:8]([N:10]1[CH2:27][c:26]([c:13]2[CH2:12][CH2:11]1)[c:17]([O:18][CH2:19][c:20]3[cH:25][cH:24][cH:23][cH:22][cH:21]3)[cH:16][c:15]([CH:1]=[O:2])[cH:14]2)=[O:9])([CH3:6])[CH3:5],PF-06923236,CC(C)(C)OC(=O)N1CCc2cc(C=O)cc(OCc3ccccc3)c2C1,26,280.0,968483.8,,DMF,80.0,18.0,,,,MFCD28411658,C1(C)(C)c2c(c(P(c3ccccc3)c3ccccc3)ccc2)Oc2c1cccc2P(c1ccccc1)c1ccccc1.c1ccc(c(c1)[Pd+])c1ccccc1NC.[O-]S(C)(=O)=O,,0.0625,MFCD28411658,C1(C)(C)c2c(c(P(c3ccccc3)c3ccccc3)ccc2)Oc2c1cccc2P(c1ccccc1)c1ccccc1.c1ccc(c(c1)[Pd+])c1ccccc1NC.[O-]S(C)(=O)=O,,,Xant Pd G4,1.0,PF-06880213,c1c(cc2c(c1OCc1ccccc1)CN(CC2)C(OC(C)(C)C)=O)Br,,MFCD00011320,[O+]#[CH-],1.3,MFCD00009018,[Si](CC)(CC)CC,3.0,MFCD00008868,DIPEA,,,,26__PF-06880213__MFCD00011320__MFCD00009018
