shortlist_k,w_stage1,w_stage2,apyr_mean,spearman_mean,top1_hit_ge_70,top3_hit_ge_70,objective_score
10,0.7,0.30000000000000004,83.19794226044226,0.39395996269093553,0.4318181818181818,0.5568181818181818,0.6802826173938451
10,0.8,0.19999999999999996,83.46565315315316,0.3861909567832257,0.4318181818181818,0.5340909090909091,0.6890681830790196
10,0.9,0.09999999999999998,84.33029620529622,0.38350839812266724,0.4318181818181818,0.5340909090909091,0.8016919067702524
10,1.0,0.0,84.48556511056512,0.3873917019945096,0.4318181818181818,0.5340909090909091,0.8215678106211189
15,0.0,1.0,81.10696491946493,0.4216132747274876,0.3977272727272727,0.5795454545454546,0.2156992651877645
15,0.1,0.9,81.46527777777779,0.4282649836795802,0.4318181818181818,0.5909090909090909,0.5244523390546822
15,0.2,0.8,81.16757951132952,0.437225363185128,0.4318181818181818,0.5909090909090909,0.4858651783593063
15,0.3,0.7,81.04037275912277,0.4394701612586074,0.4318181818181818,0.5909090909090909,0.46515126889033603
15,0.4,0.6,81.38944342069342,0.441801206927474,0.4090909090909091,0.5681818181818182,0.32724034554460546
15,0.5,0.5,81.60784363909364,0.44181688869925306,0.42045454545454547,0.5681818181818182,0.43588040988011706
15,0.6,0.4,82.0718587906088,0.4363855591712914,0.42045454545454547,0.5795454545454546,0.4989045928704908
15,0.7,0.30000000000000004,83.19794226044226,0.42871052327486653,0.4318181818181818,0.5568181818181818,0.7101650381454235
15,0.8,0.19999999999999996,83.46565315315316,0.41940047644348205,0.4318181818181818,0.5340909090909091,0.7176254443942367
15,0.9,0.09999999999999998,84.33029620529622,0.41766406481239005,0.4318181818181818,0.5340909090909091,0.8310627711799888
15,1.0,0.0,84.48556511056512,0.4207579419714795,0.4318181818181818,0.5340909090909091,0.8502598376024334
20,0.0,1.0,81.17350873600874,0.4415028869092686,0.3977272727272727,0.5795454545454546,0.24203255289761516
20,0.1,0.9,81.47673403923405,0.4484278820704496,0.4318181818181818,0.5795454545454546,0.5350463651280718
20,0.2,0.8,81.17391701766702,0.45773743449139076,0.4318181818181818,0.5909090909090909,0.5043827977583497
20,0.3,0.7,81.05117901992902,0.4603225170069118,0.4318181818181818,0.5909090909090909,0.4845813424162897
20,0.4,0.6,81.39502751718662,0.4626520356379338,0.4090909090909091,0.5681818181818182,0.34594476460498946
20,0.5,0.5,81.61342773558682,0.46266281013562316,0.42045454545454547,0.5681818181818182,0.4545806091170882
20,0.6,0.4,82.0718587906088,0.4571601495947725,0.42045454545454547,0.5795454545454546,0.5167689104971606
20,0.7,0.30000000000000004,83.19794226044226,0.4500200014187847,0.4318181818181818,0.5568181818181818,0.7284893120907359
20,0.8,0.19999999999999996,83.46565315315316,0.4403301640032728,0.4318181818181818,0.5340909090909091,0.7356231318948506
20,0.9,0.09999999999999998,84.33029620529622,0.43820769238901397,0.4318181818181818,0.5340909090909091,0.8487284811050332
20,1.0,0.0,84.48556511056512,0.44072941681657896,0.4318181818181818,0.5340909090909091,0.8674335465821611
25,0.0,1.0,81.17350873600874,0.45504466739274396,0.3977272727272727,0.5795454545454546,0.2536772911502649
25,0.1,0.9,81.47673403923405,0.4620438954951649,0.4318181818181818,0.5795454545454546,0.546754937170637
25,0.2,0.8,81.17391701766702,0.47138705191331365,0.4318181818181818,0.5909090909090909,0.5161202662781693
25,0.3,0.7,81.05117901992902,0.4740473277412964,0.4318181818181818,0.5909090909090909,0.49638347056067167
25,0.4,0.6,81.39502751718662,0.4764448812142437,0.4090909090909091,0.5681818181818182,0.35780539671989775
25,0.5,0.5,81.61342773558682,0.4763842491171083,0.42045454545454547,0.5681818181818182,0.46637983785101117
25,0.6,0.4,82.0718587906088,0.47082416465457544,0.42045454545454547,0.5795454545454546,0.5285187597171972
25,0.7,0.30000000000000004,83.19794226044226,0.46352637633131644,0.4318181818181818,0.5568181818181818,0.7401036046714279
25,0.8,0.19999999999999996,83.46565315315316,0.45374912078166607,0.4318181818181818,0.5340909090909091,0.747162252581284
25,0.9,0.09999999999999998,84.33029620529622,0.45138282785712014,0.4318181818181818,0.5340909090909091,0.8600579369440577
25,1.0,0.0,84.48556511056512,0.4536533693702833,0.4318181818181818,0.5340909090909091,0.8785470072427587
30,0.0,1.0,81.11310742560744,0.46679944509263643,0.3977272727272727,0.5795454545454546,0.25540738857159245
30,0.1,0.9,81.47673403923405,0.47388961997277207,0.4318181818181818,0.5795454545454546,0.5569412166722923
30,0.2,0.8,81.17391701766702,0.4832393153338774,0.4318181818181818,0.5909090909090909,0.5263121686947191
30,0.3,0.7,81.05117901992902,0.4859313790520925,0.4318181818181818,0.5909090909090909,0.5066027077624672
30,0.4,0.6,81.39502751718662,0.4882921805291337,0.4090909090909091,0.5681818181818182,0.3679930304428811
30,0.5,0.5,81.61342773558682,0.4882399247134624,0.42045454545454547,0.5681818181818182,0.47657467443814505
30,0.6,0.4,82.0718587906088,0.4825034125520766,0.42045454545454547,0.5795454545454546,0.5385618840257156
30,0.7,0.30000000000000004,83.19794226044226,0.4750147411661153,0.4318181818181818,0.5568181818181818,0.7499825863618655
30,0.8,0.19999999999999996,83.46565315315316,0.4650226443023097,0.4318181818181818,0.5340909090909091,0.7568564896679935
30,0.9,0.09999999999999998,84.33029620529622,0.46241373125909696,0.4318181818181818,0.5340909090909091,0.8695435421023329
30,1.0,0.0,84.48556511056512,0.464336913926197,0.4318181818181818,0.5340909090909091,0.8877339143939968
